"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.177331,-0.00247722222222,0.341623765432
0.1,0.1771595,0.00533555555556,0.74216095679
0.15,0.177331,0.0328708333333,1.50075203704
0.2,0.176645,0.128625,2.65031018519
0.25,0.185563,0.326421666667,3.15718796296
0.3,0.209916,0.501732777778,2.39613024691
0.35,0.2364985,0.636931944444,0.361526234568
0.4,0.287777,0.518120555556,-1.24644506173
0.45,0.2886345,0.382826111111,-0.522598611111
0.5,0.313159,0.462668888889,0.44118904321
0.55,0.339227,0.486964722222,0.443253395062
0.6,0.3623795,0.510021944444,0.237982716049
0.65,0.3901625,0.518120555556,-0.153185493827
0.7,0.416745,0.483915833333,-0.301183641975
0.75,0.4374965,0.467051666667,-0.0599191358025
0.8,0.461678,0.481629166667,0.15562037037
0.85,0.486374,0.4896325,0.242429012346
0.9,0.510041,0.508211666667,0.24269367284
0.95,0.5373095,0.522122222222,0.0809861111111
1,0.5633775,0.515833888889,-0.0762222222222
1.05,0.5887595,0.508878611111,-0.12518441358
1.1,0.614313,0.501065833333,-0.10803441358
1.15,0.639009,0.4930625,-0.00285833333334
1.2,0.6625045,0.502971388889,0.0617717592593
1.25,0.6896015,0.508592777778,-0.0238194444444
1.3,0.7146405,0.494396388889,-0.0129154320988
1.35,0.737793,0.500303611111,0.106287654321
1.4,0.764204,0.5136425,0.0860675925926
1.45,0.7901005,0.512403888889,0.00317592592592
1.5,0.8154825,0.509640833333,-0.0185791666667
1.55,0.8408645,0.508878611111,-0.00809861111111
1.6,0.8662465,0.510403055556,-0.0145563271605
1.65,0.892143,0.508306944444,-0.0338765432099
1.7,0.917182,0.504495833333,-0.0114862654321
1.75,0.942221,0.5067825,0.0220197530864
1.8,0.967946,0.508116388889,0.0420810185185
1.85,0.9931565,0.508783333333,0.104382098765
1.9,1.0185385,0.516024444444,0.195584104938
1.95,1.0442635,0.531459444444,0.205164814815
2,1.071532,0.547180277778,0.0110098765432
2.05,1.100344,0.537557222222,-0.281863425926
2.1,1.126069,0.510688888889,-0.429067592593
2.15,1.150765,0.489727777778,-0.421710030864
2.2,1.175804,0.462287777778,-0.232901234568
2.25,1.1968985,0.444280277778,0.320609722222
2.3,1.2157635,0.503543055556,0.675572376543
2.35,1.248177,0.5488,0.367084104938
2.4,1.273902,0.539272222222,0.0165677469136
2.45,1.301342,0.534127222222,-0.0680177469136
2.5,1.327067,0.531935833333,-0.098824228395
2.55,1.355193,0.520978888889,-0.0773337962963
2.6,1.3776595,0.530601944444,-0.165889197531
2.65,1.40973,0.515262222222,-0.406253858025
2.7,1.4311675,0.468671388889,-0.277258333333
2.75,1.453291,0.47677,0.0490680555556
2.8,1.478673,0.490680555556,0.116503549383
2.85,1.503712,0.488108055556,0.164036574074
2.9,1.52635,0.502304444444,0.257726388889
2.95,1.5536185,0.522026944444,0.216598148148
3,1.5796865,0.523551388889,0.18092191358
3.05,1.60524,0.536795,0.199924537037
3.1,1.633709,0.543273888889,0.240470524691
3.15,1.659434,0.557946666667,0.289962037037
3.2,1.688932,0.576906944444,0.176105092593
3.25,1.716029,0.604442222222,-0.430390895062
3.3,1.7546165,0.539843888889,-1.0892367284
3.35,1.771595,0.445614166667,-0.838762037037
3.4,1.7940615,0.439135277778,-0.212575308642
3.45,1.8156705,0.440088055556,0.191137808642
3.5,1.837108,0.466575277778,0.39185632716
3.55,1.8623185,0.4913475,0.32029212963
3.6,1.887186,0.499731944444,0.210881481481
3.65,1.912225,0.507830555556,0.17748132716
3.7,1.9381215,0.514023611111,0.194895987654
3.75,1.962989,0.528982222222,0.165095216049
3.8,1.990772,0.5445125,-0.0921547839506
3.85,2.019927,0.517453611111,-0.282657407407
3.9,2.0423935,0.493634166667,-0.0780219135802
3.95,2.0670895,0.506877777778,0.181133641975
4,2.092643,0.529458611111,0.140746450617
4.05,2.121455,0.528886944444,-0.0537790123457
4.1,2.1463225,0.513833055556,-0.0940603395062
4.15,2.171876,0.512118055556,0.000582253086391
4.2,2.196915,0.521741111111,-0.0136564814815
4.25,2.225384,0.511641666667,-0.0596544753086
4.3,2.247336,0.51107,-0.0476388888889
4.35,2.2759765,0.516881944444,-0.158902160494
4.4,2.301187,0.488203333333,-0.0732050925926
4.45,2.3236535,0.479818888889,0.661704166667
4.5,2.347835,0.536985555556,1.49533179012
4.55,2.37356,0.635693333333,1.77544845679
4.6,2.3984275,0.906663333333,-1.11782006173
4.65,2.5016705,0.550229166667,-4.16459166667
4.7,2.4560515,0.145679722222,-1.14206296296
4.75,2.4780035,0.410837777778,2.51120462963
4.8,2.506301,0.564139722222,3.08170679012
4.85,2.525166,0.862073333333,0.598132716049
4.9,2.6152035,0.725159166667,-3.77344462963
4.95,2.6152035,0.297743055556,-5.10596257716
5,2.616061,0.112427777778,-4.72853024691
