"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.176645,-0.00228666666667,0.0255662037037
0.1,0.1764735,-0.00100041666667,0.0235018518518
0.15,0.1764735,0.000571666666667,0.0171341203704
0.2,0.176645,0.000571666666667,0.0146357253086
0.25,0.1764735,0.00114333333333,0.0475594907407
0.3,0.176645,0.00304888888889,0.201777160494
0.35,0.1771595,0.00676472222222,0.729404320988
0.4,0.1764735,0.0437325,1.85722854938
0.45,0.176302,0.183695555556,3.08160092593
0.5,0.1908795,0.399690277778,3.40268703704
0.55,0.220206,0.561853055556,2.8471117284
0.6,0.2485035,0.681045555556,2.06683966049
0.65,0.285376,0.816244722222,0.458603703704
0.7,0.341971,0.738688611111,-1.22670138889
0.75,0.3623795,0.597486944444,-1.19790632716
0.8,0.392392,0.599487777778,-0.650164969136
0.85,0.4251485,0.567283888889,-0.499255555556
0.9,0.4508735,0.524504166667,0.0377405864198
0.95,0.4728255,0.560328611111,0.67483132716
1,0.5054105,0.626356111111,0.711195679012
1.05,0.5383385,0.6474125,0.417793055556
1.1,0.5705805,0.657130833333,0.260955246914
1.15,0.6038515,0.665801111111,0.238459104938
1.2,0.636608,0.683141666667,0.192461111111
1.25,0.6724515,0.694193888889,-0.0143975308642
1.3,0.707266,0.681140833333,-0.209875771605
1.35,0.740537,0.6662775,-0.261378703704
1.4,0.774151,0.647793611111,-0.159113888889
1.45,0.8045065,0.645316388889,0.0385875
1.5,0.8377775,0.6594175,0.0980831790123
1.55,0.87122,0.661608888889,0.0343529320988
1.6,0.904148,0.659989166667,0.00513441358025
1.65,0.937076,0.659608055556,0.0202200617284
1.7,0.970004,0.661608888889,0.0475330246914
1.75,1.0031035,0.665991666667,0.0429279320988
1.8,1.0367175,0.668087777778,-0.00476388888889
1.85,1.07016,0.66542,-0.0543083333333
1.9,1.1032595,0.661513611111,-0.0628304012345
1.95,1.136359,0.656463888889,0.0290597222222
2,1.1691155,0.651604722222,0.416522685185
2.05,1.200843,0.682951111111,0.897622530864
2.1,1.2335995,0.756981944444,0.871050617284
2.15,1.2716725,0.890370833333,-1.12205462963
2.2,1.346275,0.627118333333,-2.69932530864
2.25,1.3299825,0.431036666667,-0.98099058642
2.3,1.370285,0.556422222222,0.502008024691
2.35,1.3948095,0.559852222222,0.726969444444
2.4,1.4239645,0.619019722222,0.866339660494
2.45,1.456721,0.658941111111,0.651752932099
2.5,1.490678,0.6885725,0.344217438272
2.55,1.5258355,0.702197222222,-0.136617746914
2.6,1.5628795,0.6765675,-0.578706635802
2.65,1.5954645,0.617495277778,-0.503595987654
2.7,1.6218755,0.605490277778,-0.0174675925926
2.75,1.654289,0.628833333333,0.283133796296
2.8,1.685845,0.641886388889,0.397572993827
2.85,1.717401,0.672756388889,0.341517901235
2.9,1.7532445,0.69286,-0.0323944444444
2.95,1.788745,0.67571,-0.487398765432
3,1.8228735,0.62083,-0.52138117284
3.05,1.8482555,0.60711,-0.214533796296
3.1,1.8828985,0.609777777778,-0.0208552469136
3.15,1.9103385,0.600916944444,0.249574845679
3.2,1.941037,0.630548333333,0.540277932099
3.25,1.9731075,0.664753055556,0.60284367284
3.3,2.0067215,0.710200555556,0.314945987654
3.35,2.0468525,0.703816944444,-0.0485916666667
3.4,2.0787515,0.669326388889,0.350092901235
3.45,2.111851,0.699910555556,1.3076875
3.5,2.143407,0.805478333333,1.89539259259
3.55,2.182852,1.04424444444,-0.0715112654321
3.6,2.2766625,0.817388055556,-2.4011058642
3.65,2.2639715,0.572333611111,-0.980778858025
3.7,2.3027305,0.816149444444,-0.868351080247
3.75,2.3751035,0.593104166667,-2.20006975309
3.8,2.362241,0.404644722222,-0.483005401235
3.85,2.3949975,0.5325075,1.35686141975
3.9,2.4155775,0.680283333333,0.982737345679
3.95,2.474745,0.655892222222,-0.0486445987654
4,2.482291,0.589388333333,0.113592283951
4.05,2.521736,0.697338055556,-0.109093055556
4.1,2.56221,0.640647777778,-1.13957515432
4.15,2.59308,0.482867777778,0.235653703704
4.2,2.59651,0.541654166667,5.40357330247
4.25,2.643158,0.678091944444,21.0067385802
4.3,2.678487,1.96224583333,41.0785904321
4.35,2.6971805,4.70195833333,48.8268439815
4.4,2.732681,13.0101805556,-43.861654321
4.45,5.230407,0.803953888889,-136.527550617
4.5,2.810542,-11.379025,-45.0585020062
4.55,2.8662795,-3.16703333333,45.7879063272
4.6,2.917558,-0.677520277778,37.1905689815
4.65,2.937452,0.398642222222,18.0922442901
4.7,2.947742,0.330804444444,5.85132592593
4.75,2.958718,0.526409722222,5.1905004321
4.8,2.9791265,1.03176305556,2.51421117284
4.85,3.085628,1.08759583333,-4.68076432099
4.9,3.138107,0.289892166667,-7.1242687963
4.95,3.0813405,-0.00371583333332,-3.3354050463
5,3.1067225,0.172643333333,0.356148333332
