"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.1764735,0,0
0.1,0.1764735,0,0
0.15,0.1764735,0,0
0.2,0.1764735,0,0.000529320987654
0.25,0.1764735,0,0.00984537037037
0.3,0.1764735,0,0.0686529320988
0.35,0.1764735,0.000952777777778,0.317486728395
0.4,0.1764735,0.0148633333333,0.949337191358
0.45,0.1764735,0.0704102777778,2.01173734568
0.5,0.1781885,0.226475277778,2.80556003086
0.55,0.1980825,0.404263611111,2.57122962963
0.6,0.22295,0.506687222222,1.80477283951
0.65,0.2502185,0.570809166667,1.18853734568
0.7,0.2800595,0.6199725,0.700715123457
0.75,0.3136735,0.639599722222,0.30054845679
0.8,0.3448865,0.640266666667,0.0968657407407
0.85,0.3771285,0.6456975,-0.00799274691358
0.9,0.4100565,0.640361944444,-0.0823094135802
0.95,0.4416125,0.629119166667,0.00677530864198
1,0.471968,0.636169722222,0.177957716049
1.05,0.5047245,0.652938611111,0.232213117284
1.1,0.5373095,0.668468888889,0.112374845679
1.15,0.572467,0.667325555556,-0.0723581790123
1.2,0.604709,0.653033888889,-0.11491558642
1.25,0.636951,0.651318888889,-0.0623540123457
1.3,0.669879,0.649699166667,-0.0395932098765
1.35,0.702121,0.646459722222,-0.00190555555555
1.4,0.7341915,0.648841666667,0.0384287037037
1.45,0.766948,0.652366944444,0.0391168209877
1.5,0.799533,0.654177222222,0.00894552469136
1.55,0.832461,0.653891388889,-0.0397520061728
1.6,0.865046,0.649794444444,-0.075587037037
1.65,0.8974595,0.645983333333,-0.0927899691358
1.7,0.9300445,0.635883888889,-0.0287950617284
1.75,0.960057,0.642362777778,0.0555257716049
1.8,0.9945285,0.646936111111,0.0434572530864
1.85,1.025227,0.643220277778,0.0732580246914
1.9,1.0576405,0.65856,0.0294302469136
1.95,1.0926265,0.648460555556,-0.0520851851852
2,1.1221245,0.64484,-0.0101100308642
2.05,1.1560815,0.654463055556,-0.0837915123457
2.1,1.188838,0.642934444444,-0.22808441358
2.15,1.2212515,0.617876388889,-0.100412191358
2.2,1.2493775,0.616637777778,0.355650771605
2.25,1.2816195,0.651795277778,0.774237808642
2.3,1.3128325,0.708771388889,0.823147067901
2.35,1.350734,0.791853611111,-0.169488580247
2.4,1.402527,0.685428333333,-1.07505092593
2.45,1.415561,0.632644444444,-1.02810015432
2.5,1.465639,0.579098333333,-0.777995987654
2.55,1.473528,0.538605277778,-0.191296604938
2.6,1.5152025,0.574906111111,0.0896140432099
2.65,1.5333815,0.56938,0.00804567901234
2.7,1.5724835,0.568617777778,0.0277893518518
2.75,1.591177,0.548418888889,0.412499845679
2.8,1.622047,0.620734722222,0.608031018519
2.85,1.656347,0.639790277778,0.263813580247
2.9,1.6873885,0.6371225,0.0536731481482
2.95,1.719459,0.635979166667,0.0192672839506
3,1.7511865,0.633311388889,0.180657253086
3.05,1.782571,0.641600555556,0.610730555556
3.1,1.8139555,0.684285,1.16852901235
3.15,1.8485985,0.772893333333,1.30313533951
3.2,1.88993,0.8669325,0.411282407407
3.25,1.940694,0.856833055556,-1.21521512346
3.3,1.984255,0.68943,-1.86998518519
3.35,2.0032915,0.611016388889,-1.35834351852
3.4,2.043251,0.580051111111,-1.0933654321
3.45,2.066232,0.479914166667,-0.441136111111
3.5,2.0821815,0.537080833333,0.171394135802
3.55,2.124542,0.525742777778,0.314522530864
3.6,2.1339745,0.537938333333,0.941714969136
3.65,2.1730765,0.633406666667,1.41540432099
3.7,2.2029175,0.677996666667,1.69583858025
3.75,2.2355025,0.783278611111,1.86627993827
3.8,2.268945,1.05167611111,-1.05991234568
3.85,2.3781905,0.688191388889,-3.97234228395
3.9,2.3342865,0.369773055556,-1.92429351852
3.95,2.3877945,0.506020277778,0.343
4,2.3967125,0.496683055556,1.20637546296
4.05,2.4313555,0.624069444444,1.65407515432
4.1,2.4584525,0.719251944444,0.903921450617
4.15,2.507673,0.748788055556,-0.356762345679
4.2,2.542316,0.615685,-0.474853858025
4.25,2.55878,0.653605555556,0.310976080247
4.3,2.607486,0.698005,0.31425787037
4.35,2.632525,0.689715833333,0.155091049383
4.4,2.6738565,0.715345555556,-0.203470987654
4.45,2.7057555,0.690478055556,-0.857288271605
4.5,2.7455435,0.628166388889,-1.25062669753
4.55,2.773155,0.490013611111,-0.0949601851852
4.6,2.7832735,0.538605277778,3.1426316358
4.65,2.828378,0.772988611111,6.02658410494
4.7,2.8484435,1.10293555556,7.47057175926
4.75,2.869538,2.3761325,-5.16595052469
4.8,3.261244,0.738688611111,-19.3220369136
4.85,2.9540875,-1.09150222222,-7.40992216049
4.9,2.967979,0.111589333333,3.54398398148
4.95,3.0384655,0.176073333333,1.32572146605
5,3.016342,0.00914666666669,-0.787799012345
