"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.1764735,0,0.0272600308642
0.1,0.1764735,0.000714583333333,0.0808008487654
0.15,0.1764735,0.00142916666667,0.276861342593
0.2,0.1764735,0.0138152777778,0.770400231481
0.25,0.177331,0.0515452777778,1.76324760802
0.3,0.1764735,0.188173611111,2.7141462963
0.35,0.1936235,0.373298333333,2.69350277778
0.4,0.217805,0.489727777778,1.99988055556
0.45,0.244559,0.5633775,1.38862067901
0.5,0.274743,0.612636111111,1.07473333333
0.55,0.305613,0.667230277778,0.824152777778
0.6,0.3421425,0.69972,0.418692901235
0.65,0.37387,0.743166666667,-0.52005787037
0.7,0.424291,0.650080277778,-1.36988271605
0.75,0.441098,0.521264722222,-0.683353395062
0.8,0.4666515,0.561186111111,0.430867283951
0.85,0.4971785,0.614160555556,0.712836574074
0.9,0.529249,0.656749722222,0.457015740741
0.95,0.5644065,0.662656944444,0.065212345679
1,0.596477,0.648936944444,-0.0579606481481
1.05,0.628719,0.644173055556,0.0662709876543
1.1,0.6597605,0.658845833333,0.157049537037
1.15,0.694918,0.669898055556,0.0728345679012
1.2,0.7276745,0.665134166667,-0.0218080246914
1.25,0.7609455,0.665229444444,-0.0823094135802
1.3,0.794388,0.660275,-0.173352623457
1.35,0.8278305,0.642648611111,-0.156149691358
1.4,0.8580145,0.636169722222,0.00915725308642
1.45,0.890428,0.647984166667,0.104540895062
1.5,0.923356,0.652748055556,0.0836327160494
1.55,0.9557695,0.656273333333,0.036099691358
1.6,0.988869,0.658369444444,-0.045574537037
1.65,1.02214,0.651985833333,-0.112957098765
1.7,1.0545535,0.638551666667,-0.0415516975309
1.75,1.084566,0.647126666667,0.0432455246914
1.8,1.1193805,0.655225277778,-0.0727287037037
1.85,1.151794,0.634645277778,-0.108616666667
1.9,1.181292,0.638170555556,-0.0227608024691
1.95,1.216278,0.63455,0.0313887345679
2,1.2445755,0.634264166667,0.166683179012
2.05,1.277332,0.669898055556,-0.0218080246913
2.1,1.315405,0.641124166667,-0.351733796296
2.15,1.3416445,0.607681666667,-0.21993287037
2.2,1.3735435,0.617781111111,-0.0420280864198
2.25,1.404585,0.610825833333,0.0285304012346
2.3,1.433397,0.625689166667,0.0205905864198
2.35,1.4688975,0.612255,0.0470037037037
2.4,1.494451,0.607586388889,0.455057253086
2.45,1.52635,0.662466388889,0.707808024691
2.5,1.5608215,0.710391111111,0.331143209877
2.55,1.5988945,0.723920555556,-0.550123302469
2.6,1.638511,0.639504444444,-1.09606496914
2.65,1.662521,0.559471111111,-0.579183024691
2.7,1.6897895,0.564330277778,0.376664814815
2.75,1.7179155,0.607776944444,1.17196959877
2.8,1.7493,0.69286,1.48411018519
2.85,1.7837715,0.807098055556,0.697221604938
2.9,1.8331635,0.849401388889,-1.47018904321
2.95,1.886843,0.581766111111,-2.1609
3,1.881012,0.488489166667,-0.258732098765
3.05,1.9240585,0.602536666667,0.941926697531
3.1,1.9449815,0.665134166667,0.729616049383
3.15,1.9926585,0.707246944444,-0.221309104938
3.2,2.0245575,0.578621944444,-0.236130092593
3.25,2.036048,0.682284166667,-0.129683641975
3.3,2.101904,0.629500277778,-0.905774074074
3.35,2.104305,0.509069166667,-0.231736728395
3.4,2.142035,0.568331944444,1.03519305556
3.45,2.1590135,0.666658611111,1.45229799383
3.5,2.2108065,0.7588875,0.894446604938
3.55,2.2399615,0.739165,0.319021759259
3.6,2.2759765,0.838349166667,-1.003275
3.65,2.339946,0.656463888889,-2.38935493827
3.7,2.3432045,0.458000277778,-1.2388757716
3.75,2.3709875,0.507735277778,0.454475
3.8,2.3943115,0.575477777778,0.995864506173
3.85,2.4299835,0.636360277778,0.865386882716
3.9,2.4598245,0.6594175,0.568067283951
3.95,2.494982,0.687143333333,0.278528703704
4,2.5270525,0.722015,-0.517093672839
4.05,2.5747295,0.633597222222,-1.15730740741
4.1,2.5918795,0.521741111111,-0.332837037037
4.15,2.615718,0.600535833333,0.539431018518
4.2,2.6546485,0.638551666667,0.413240895062
4.25,2.6824315,0.635979166667,0.446111728395
4.3,2.71999,0.63455,1.06483503086
4.35,2.7393695,0.720014166667,1.68392885802
4.4,2.777614,1.00232222222,-0.953307098765
4.45,2.8765695,0.669612222222,-4.06248564815
4.5,2.849644,0.258774444444,-1.41725694444
4.55,2.8628495,0.500970555556,1.92016481481
4.6,2.906582,0.671136666667,1.7191816358
4.65,2.9417395,0.680283333333,1.63692515432
4.7,2.971409,0.715345555556,4.64008070988
4.75,3.0093105,0.780610833333,17.6717093519
4.8,3.051328,1.96843888889,33.9045231173
4.85,3.1080945,4.05826166667,34.9826017593
4.9,3.0933455,11.0684385,-63.4326732407
4.95,5.230064,1.15028861111,-221.674537562
5,3.235862,-19.3250011111,-332.045765679
