"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.1864205,-0.0706961111111,1.08865447531
0.1,0.1809325,-0.0211993055556,1.3225878858
0.15,0.182819,0.0391591666667,1.75595356481
0.2,0.1829905,0.134055833333,2.44421905864
0.25,0.191737,0.3112725,2.57734328704
0.3,0.216433,0.443899166667,1.71648209877
0.35,0.2409575,0.484582777778,0.745919135802
0.4,0.265825,0.493157777778,0.216280555556
0.45,0.2903495,0.491728611111,0.0315475308642
0.5,0.314874,0.492014444444,-0.00354645061729
0.55,0.33957,0.491919166667,-0.0201671296296
0.6,0.364266,0.488965555556,-0.0145563271605
0.65,0.388276,0.489060833333,0.0120155864197
0.7,0.412972,0.492300277778,0.00460509259259
0.75,0.4378395,0.490394722222,-0.0172558641975
0.8,0.462021,0.488203333333,-0.00142916666667
0.85,0.486374,0.49049,0.0143975308642
0.9,0.5112415,0.49049,0.0213845679012
0.95,0.535423,0.491061666667,0.0553140432099
1,0.560119,0.495635,0.097712654321
1.05,0.5849865,0.501446944444,0.125396141975
1.1,0.610197,0.508592777778,0.128783796296
1.15,0.635579,0.518596944444,0.0495973765432
1.2,0.662676,0.516977222222,-0.0834739197531
1.25,0.6878865,0.504495833333,-0.110945679012
1.3,0.7125825,0.500303611111,-0.0259896604938
1.35,0.7376215,0.502971388889,0.0563197530864
1.4,0.7630035,0.505829722222,0.127248765432
1.45,0.787528,0.518978055556,0.133600617284
1.5,0.815311,0.525171111111,0.0503913580247
1.55,0.841036,0.514881111111,0.143551851852
1.6,0.865732,0.530983055556,0.318810030864
1.65,0.893172,0.555088333333,0.250739351852
1.7,0.9190685,0.603584722222,-0.589451851852
1.75,0.962801,0.495730277778,-1.33738240741
1.8,0.9691465,0.380539444444,-0.522175154321
1.85,0.990584,0.439421111111,0.439389351852
1.9,1.0151085,0.478103888889,0.511271141975
1.95,1.039976,0.498398055556,0.318915895062
2,1.0648435,0.508402222222,0.0876026234568
2.05,1.091769,0.5016375,-0.00407577160494
2.1,1.115093,0.495253888889,0.134818055556
2.15,1.1396175,0.516500833333,0.244758024691
2.2,1.166886,0.534794166667,0.0933722222222
2.25,1.194669,0.528124722222,-0.138152777778
2.3,1.219708,0.5136425,-0.268736265432
2.35,1.24509,0.509926666667,-0.481417438272
2.4,1.273902,0.456666388889,-0.486869444444
2.45,1.289337,0.430941388889,0.0185791666667
2.5,1.313004,0.472577777778,0.289062191358
2.55,1.3385575,0.485821388889,0.115974228395
2.6,1.363082,0.476198333333,0.0266777777778
2.65,1.3852055,0.477722777778,0.102106018519
2.7,1.410073,0.492490833333,0.101364969136
2.75,1.435455,0.492109722222,0.030700617284
2.8,1.4592935,0.490871111111,0.0276305555556
2.85,1.484161,0.4947775,0.0286891975309
2.9,1.5090285,0.494872777778,0.0154561728395
2.95,1.533553,0.496301944444,0.00164089506173
3,1.5587635,0.495539722222,-0.0155091049383
3.05,1.583288,0.492205,0.0169912037037
3.1,1.607641,0.495539722222,0.0760104938272
3.15,1.63268,0.501732777778,0.0940603395062
3.2,1.657719,0.509164444444,0.0328179012346
3.25,1.68413,0.506496666667,-0.0526145061728
3.3,1.7086545,0.499350833333,-0.0602367283951
3.35,1.7336935,0.496968888889,-0.00148209876544
3.4,1.757875,0.503447777778,0.000688117283952
3.45,1.784972,0.496206666667,0.00809861111113
3.5,1.8067525,0.500494166667,0.0628833333333
3.55,1.8345355,0.511165277778,-0.0188438271605
3.6,1.859403,0.497921666667,-0.0826270061729
3.65,1.8839275,0.492109722222,0.0123331790123
3.7,1.9072515,0.504972222222,0.0159325617284
3.75,1.935206,0.505543888889,-0.138417438272
3.8,1.959902,0.476103055556,-0.0470566358025
3.85,1.980482,0.484392222222,0.289591512346
3.9,2.005864,0.531745277778,0.193572685185
3.95,2.0375915,0.517453611111,-0.132383179012
4,2.058343,0.489727777778,-0.00804567901235
4.05,2.083039,0.515548055556,0.166524382716
4.1,2.1113365,0.522503333333,0.113327623457
4.15,2.136547,0.514785833333,0.196854475309
4.2,2.1600425,0.5445125,0.188808796296
4.25,2.191427,0.563949166667,-0.294461265432
4.3,2.2214395,0.50078,-0.523233796296
4.35,2.2389325,0.478103888889,-0.180127932099
4.4,2.2667155,0.496111388889,-0.00518734567902
4.45,2.2903825,0.490775833333,-0.0230783950617
4.5,2.316279,0.481819722222,0.111263271605
4.55,2.336859,0.497445277778,0.297848919753
4.6,2.364985,0.529839722222,0.225437808642
4.65,2.393111,0.517167777778,0.185421141975
4.7,2.4155775,0.520883611111,0.537472530864
4.75,2.4399305,0.601869722222,0.457672098765
4.8,2.482634,0.582909444444,0.20409029321
4.85,2.500127,0.543369166667,1.20759819444
4.9,2.523794,0.716812833333,1.95232106481
4.95,2.57593,0.823247638889,1.37090959876
5,2.6152035,0.825296111111,0.695347808641
