"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.05,0.1823045,0.0194366666667,-0.021564537037
0.1,0.182819,0.0224379166667,-0.00630421296296
0.15,0.1864205,0.0063455,0.275527453704
0.2,0.182819,0.0122908333333,1.17917365741
0.25,0.183162,0.109474166667,2.31549878086
0.3,0.189679,0.283737222222,2.64472055556
0.35,0.2131745,0.429893333333,1.86702098765
0.4,0.2378705,0.476674722222,0.867398302469
0.45,0.2618805,0.489918333333,0.32198595679
0.5,0.286748,0.495158611111,0.103852777778
0.55,0.3116155,0.496301944444,0.0304359567901
0.6,0.3363115,0.497731111111,-0.0118038580247
0.65,0.361522,0.496206666667,-0.0636243827161
0.7,0.386218,0.489441944444,-0.0759575617284
0.75,0.410228,0.486678888889,-0.0464743827161
0.8,0.434924,0.484106388889,0.000423456790122
0.85,0.4584195,0.4862025,0.0527203703704
0.9,0.483287,0.492109722222,0.0604484567901
0.95,0.507983,0.493253055556,0.0561609567901
1,0.5328505,0.492586111111,0.113592283951
1.05,0.5561745,0.506591944444,0.116927006173
1.1,0.583443,0.519740277778,-0.122431944444
1.15,0.610883,0.487726944444,-0.231419135802
1.2,0.63112,0.474769166667,0.0330296296296
1.25,0.6563305,0.496111388889,0.220197530864
1.3,0.681198,0.512213333333,0.140534722222
1.35,0.7084665,0.513166111111,-0.0215433641975
1.4,0.732991,0.502780833333,-0.0709290123457
1.45,0.75803,0.503161944444,-0.0503913580247
1.5,0.7835835,0.499731944444,-0.0454157407407
1.55,0.808108,0.495920833333,0.00254074074073
1.6,0.8326325,0.500684722222,0.0326061728395
1.65,0.8583575,0.502876111111,-0.00190555555556
1.7,0.883225,0.499636666667,-0.0266777777778
1.75,0.9080925,0.499541388889,-0.0362584876543
1.8,0.9334745,0.494872777778,-0.0190555555556
1.85,0.957313,0.495349166667,0.0380052469136
1.9,0.982695,0.500875277778,0.0632009259259
1.95,1.007734,0.502590277778,0.0715112654321
2,1.0329445,0.504876944444,0.113486419753
2.05,1.057469,0.518120555556,0.0743695987654
2.1,1.0854235,0.519263888889,-0.080562654321
2.15,1.110291,0.504686388889,-0.146992438272
2.2,1.13533,0.498969722222,-0.126613580247
2.25,1.1598545,0.496206666667,-0.164618827161
2.3,1.185065,0.488679722222,-0.228666666667
2.35,1.2106185,0.458286111111,0.0295361111111
2.4,1.229998,0.454760833333,0.837756327161
2.45,1.2490345,0.566998055556,1.09860570988
2.5,1.288308,0.645030555556,-0.0633597222222
2.55,1.322951,0.556708055556,-1.17863904321
2.6,1.343874,0.458476666667,-1.06631712963
2.65,1.364797,0.425701111111,-0.384445833333
2.7,1.384691,0.436086388889,0.106446450617
2.75,1.4085295,0.453522222222,0.249627777778
2.8,1.4304815,0.464098055556,0.266089660494
2.85,1.4544915,0.4810575,0.233959876543
2.9,1.479016,0.4896325,0.15990787037
2.95,1.5035405,0.496206666667,0.0983478395062
3,1.528751,0.499350833333,0.0393285493827
3.05,1.5536185,0.499255555556,0.00232901234568
3.1,1.5786575,0.499065,-0.0186850308642
3.15,1.6036965,0.496111388889,-0.0145563271605
3.2,1.6280495,0.496683055556,0.00614012345679
3.25,1.65326,0.498874444444,-0.00529320987654
3.3,1.678299,0.495730277778,-0.0103217592593
3.35,1.702652,0.495444444444,0.0200612654321
3.4,1.7275195,0.500113055556,0.0133918209876
3.45,1.753073,0.498112222222,-0.00746342592594
3.5,1.777426,0.495635,0.0344587962963
3.55,1.8022935,0.499255555556,0.104487962963
3.6,1.826818,0.511165277778,0.0802979938272
3.65,1.853915,0.514023611111,-0.0617188271605
3.7,1.8791255,0.500684722222,-0.131112808642
3.75,1.9034785,0.494586944444,-0.0794510802469
3.8,1.928346,0.492871944444,-0.00291126543209
3.85,1.9528705,0.4930625,0.0960188271605
3.9,1.9772235,0.501351666667,0.184627160494
3.95,2.0022625,0.5205025,0.102688271605
4,2.0303885,0.519454444444,-0.110045833333
4.05,2.055256,0.500208333333,-0.158266975309
4.1,2.079609,0.493348333333,-0.0130212962963
4.15,2.1037905,0.5016375,0.110892746914
4.2,2.13003,0.508021111111,0.182086419753
4.25,2.1545545,0.518501666667,0.258414506173
4.3,2.1816515,0.532126388889,0.340829783951
4.35,2.2066905,0.559852222222,0.344905555556
4.4,2.2396185,0.566902777778,0.329555246914
4.45,2.2636285,0.566331111111,0.645295216049
4.5,2.288839,0.672375277778,0.347446296296
4.55,2.340975,0.632644444444,-0.522969135802
4.6,2.3552095,0.526028611111,-0.0622481481482
4.65,2.3740745,0.711058055556,-0.926047067901
4.7,2.449706,0.5084975,-2.76395540123
4.75,2.4299835,0.240195277778,-1.28052274691
4.8,2.4512495,0.340618055556,0.949051358025
4.85,2.4649695,0.451521388889,1.33207861111
4.9,2.5009845,0.510612666667,0.885130555555
4.95,2.5184775,0.51107,0.700328719135
5,2.5493475,0.563663333333,0.827371049382
